Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"verifyElementExist(findTestObject(""Global Account Page/dynamicText"", [""text"":""Amount to receive""]), 5, CONTINUE_ON_FAILURE)",,,,2024-03-05 15:37:55,2024-03-05 15:37:55,0.120s,PASSED
"verifyElementExist(findTestObject(""Global Account Page/dynamicText"", [""text"":""USD "" + roundedNumber1]), 5, CONTINUE_ON_FAILURE)",,,,2024-03-05 15:37:55,2024-03-05 15:37:56,0.101s,PASSED
"verifyElementExist(findTestObject(""Global Account Page/dynamicText"", [""text"":""Transaction type""]), 5, CONTINUE_ON_FAILURE)",,,,2024-03-05 15:37:56,2024-03-05 15:37:56,0.754s,PASSED
"verifyElementExist(findTestObject(""Global Account Page/dynamicText"", [""text"":""Currency Conversion""]), 5, CONTINUE_ON_FAILURE)",,,,2024-03-05 15:37:56,2024-03-05 15:37:56,0.118s,PASSED
"verifyElementExist(findTestObject(""Global Account Page/dynamicText"", [""text"":""I have read and agree to the BNM Foreign Exchange Rules, I accept the declaration as well as the Terms & Conditions for this transfer.""]), 5, CONTINUE_ON_FAILURE)",,,,2024-03-05 15:37:56,2024-03-05 15:38:02,5.150s,FAILED
takeScreenshot(CONTINUE_ON_FAILURE),,,,2024-03-05 15:38:02,2024-03-05 15:38:02,0.420s,PASSED
"tap(findTestObject(""SOW2-Market Order/android.view.View - I have read and agree to the BNM Foreign Exchange Rules, I accept the declaration as well as the Terms  Conditions for this transfer""), 0, CONTINUE_ON_FAILURE)",,Confirm Term & Condition,,2024-03-05 15:38:02,2024-03-05 15:38:02,0.433s,PASSED
utilities.Mobile_Keywords.scrollFromTopToBottom(),,,,2024-03-05 15:38:02,2024-03-05 15:38:09,6.706s,PASSED
"tap(findTestObject(""SOW2-Market Order/android.widget.Dynamic_Button"", [""text"":""Confirm""]), 0, CONTINUE_ON_FAILURE)",,Tap Confirm,,2024-03-05 15:38:09,2024-03-05 15:38:09,0.272s,PASSED
"waitForElementPresent(findTestObject(""Global Account Page/dynamicText"", [""text"":""Transaction Successful""]), 5, CONTINUE_ON_FAILURE)",,Transaction Successful page,,2024-03-05 15:38:09,2024-03-05 15:38:20,10.293s,PASSED
"verifyElementExist(findTestObject(""Global Account Page/dynamicText"", [""text"":""Transaction Successful""]), 5, CONTINUE_ON_FAILURE)",,,,2024-03-05 15:38:20,2024-03-05 15:38:20,0.091s,PASSED
"verifyElementExist(findTestObject(""Global Account Page/dynamicText"", [""text"":""Reference ID""]), 5, CONTINUE_ON_FAILURE)",,,,2024-03-05 15:38:20,2024-03-05 15:38:20,0.077s,PASSED
"verifyElementExist(findTestObject(""Global Account Page/dynamicText"", [""text"":""Order ID""]), 5, CONTINUE_ON_FAILURE)",,,,2024-03-05 15:38:20,2024-03-05 15:38:20,0.069s,PASSED
"reference_id = getText(findTestObject(""Market Order Page/android.widget.TextView - Reference ID""), 5, CONTINUE_ON_FAILURE)",,Get ReferenceID,,2024-03-05 15:38:20,2024-03-05 15:38:20,0.085s,PASSED
