Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"tap(findTestObject(""Market Order Page/android.widget.ImageViewBack_Button""), 0, CONTINUE_ON_FAILURE)",,,,2024-03-05 13:51:01,2024-03-05 13:51:01,0.196s,PASSED
"waitForElementPresent(findTestObject(""Global Account Page/dynamicText"", [""text"":""Transaction Successful""]), 5, CONTINUE_ON_FAILURE)",,,,2024-03-05 13:51:01,2024-03-05 13:51:02,1.113s,PASSED
"verifyElementExist(findTestObject(""Global Account Page/dynamicText"", [""text"":""Transaction Successful""]), 5, CONTINUE_ON_FAILURE)",,,,2024-03-05 13:51:02,2024-03-05 13:51:02,0.111s,PASSED
takeScreenshot(),,,,2024-03-05 13:51:02,2024-03-05 13:51:03,0.403s,PASSED
"tap(findTestObject(""Global Account Page/dynamicText"", [""text"":""Done""]), 0, CONTINUE_ON_FAILURE)",,,,2024-03-05 13:51:03,2024-03-05 13:51:03,0.123s,PASSED
,,,,,,,
Test Cases/RETAILFX-SOW2 Market Order/SOW2- RETAILFX-1699 Stuff/SOW2 Staff- Dealt Amount 2 Less Than 10k,,,,2024-03-05 13:51:03,2024-03-05 13:54:32,3m - 28.866s,FAILED
"startExistingApplication(""com.maybank2u.life.uat"")",,,,2024-03-05 13:51:03,2024-03-05 13:51:10,6.951s,PASSED
a = 5,,,,2024-03-05 13:51:10,2024-03-05 13:51:10,0.001s,PASSED
"""Select G1A Account""",,,,2024-03-05 13:51:10,2024-03-05 13:51:10,0.000s,PASSED
"tap(findTestObject(""Global Account Page/dynamicText"", [""text"":""Convert Currency""]), 0, CONTINUE_ON_FAILURE)",,Tap on Convert Currency,,2024-03-05 13:51:10,2024-03-05 13:51:12,1.350s,PASSED
"checkLinkedDevice = Validation.checkElementExists(""Object Repository/Market Order Page/android.widget.TextView - Enter your password"")",,Check for the 1st Login,,2024-03-05 13:51:12,2024-03-05 13:51:42,30.083s,PASSED
if (checkLinkedDevice == true),,Check is there is password page,,2024-03-05 13:51:42,2024-03-05 13:51:42,0.003s,PASSED
else,,,,2024-03-05 13:51:42,2024-03-05 13:51:42,0.002s,PASSED
delay(10),,,,2024-03-05 13:51:42,2024-03-05 13:51:52,10.029s,PASSED
"tap(findTestObject(""SOW2-Market Order/android.widget.TextView _EditText""), 0, CONTINUE_ON_FAILURE)",,Tap on the Im converting,,2024-03-05 13:51:52,2024-03-05 13:51:52,0.276s,PASSED
"digits = ""500000""",,,,2024-03-05 13:51:52,2024-03-05 13:51:52,0.001s,PASSED
